athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Kirill Belyaev,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Karyakin,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Evsikov,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Hughes,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrik Rakos,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Sawrymowicz,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Bolshakov,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kutnik,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artem Podyakov,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Afanevich,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias Schweinzer,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thore Bermel,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yann Corbel,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Bryan,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attila Kiss,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Brantu,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Snitko,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volodymyr Voronko,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Arroyo,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farid Zitouni,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adel Elbehiry,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Johansson,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Chopineau,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Adeev,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentin Bernard,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Karas,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Hegazy,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssef Hossameldeen Khalil Hossameldeen,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corentin Rabier,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenessary Kenenbayev,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaias Vasquez Tavera,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yin Kwan,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timur Abzhanov,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun Hin Hui,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singha Chau,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yat Winson Lee,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdulla Ali Hatim Ali Murad Albalooshi,,02/26/2016,FINA World Cup,"Abu Dhabi, UAE",10,NW,Neutral,81,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_02_26_AbuDhabi_10km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lijun Zu,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ous Mellouli,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Nagy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Poort,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Arroyo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwin Maldonado,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane Rae Francis Radford,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Micka,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuyi Liu,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Perez Vertti Ferrer,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Gutierrez,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Sawrymowicz,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Ryan,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Pielowski,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasco Gaspar,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Snitko,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias Schweinzer,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troyden Prinsloo,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Bryan,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haythem Abdelkhalek,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kutnik,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamas Farkas,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Lowe,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oskar Nordstrand,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soon Choy Kevin Yeap,,06/12/2016,FINA Olympic Qualifier,"Setubal, POR",10,NW,Neutral,61,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
